season,show_number,episode,viewers_in_millions,winner,runner_up,original_release,original_network,hosted_by,judges,finals_venue,rating
9,16,Top 10 Male Semifinalists Perform,23.526,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.558139534883721
9,17,Top 10 Female Semifinalists Perform,23.56,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.11764705882352941
9,18,Second Results Show,19.424,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.15384615384615385
9,19,Top 8 Female Semifinalists Perform,22.752,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.12195121951219513
9,20,Top 8 Male Semifinalists Perform,20.701,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6666666666666665
9,21,Third Results Show/Top 12 Revealed,19.339,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,0.15873015873015872
9,22,Top 12 Finalists Perform,22.913,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.8395061728395063
9,23,Top 12 Results Show,20.51,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.9411764705882355
9,24,Top 11 Finalists Perform,24.211,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.738095238095238
9,25,Top 11 Results Show,21.437,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.7777777777777777
9,26,Top 10 Finalists Perform,21.845,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.727272727272727
9,27,Top 10 Results Show,20.492,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.835820895522388
9,28,Top 9 Finalists Perform,20.836,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.73972602739726
9,29,Top 9 Results Show,20.168,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6865671641791042
9,30,Top 9 Finalists Perform Again,20.639,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.8767123287671232
9,31,Double Elimination Top 9 Results Show,21.018,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.794117647058824
9,32,Top 7 Finalists Perform,19.669,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.898550724637681
9,33,Top 7 Results Show/Idol Gives Back,18.824,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.8813559322033897
9,34,Top 6 Finalists Perform,19.417,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.898550724637681
9,35,Top 6 Results Show,20.057,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6865671641791042
9,36,Top 5 Finalists Perform,17.498,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.903225806451613
9,37,Top 5 Results Show,19.58,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.769230769230769
9,38,Top 4 Finalists Perform,19.167,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6470588235294117
9,39,Top 4 Results Show,19.569,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.5757575757575757
9,40,Top 3 Finalists Perform,18.684,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6865671641791042
9,41,Top 3 Results Show,19.003,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.6229508196721314
9,42,Top 2 Finalists Perform,20.072,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.835820895522388
9,43,Winner Revealed,24.215,Lee DeWyze,Crystal Bowersox,"January 12 (2010-01-12) –May 26, 2010 (2010-05-26)",Fox,Ryan Seacrest,Simon Cowell; Ellen De; Generes; Kara Dio; Guardi; Randy Jackson,Nokia Theatre L.A. Live,2.9268292682926833
10,1,East Rutherford Auditions,26.23,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.680412371134021
10,2,New Orleans Auditions,22.9,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.6923076923076925
10,3,Milwaukee Auditions,25.33,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.608695652173913
10,4,Nashville Auditions,22.48,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.727272727272727
10,5,Austin Auditions,25.14,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.6666666666666665
10,6,Los Angeles Auditions,21.89,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.6666666666666665
10,7,San Francisco Auditions,24.05,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.738095238095238
10,8,"Hollywood Round, Part 1",21.94,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.73972602739726
10,9,"Hollywood Round, Part 2",23.2,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.804878048780488
10,10,"Hollywood Round, Part 3",22.18,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8947368421052633
10,11,"Las Vegas Round/Top 24 Chosen, Part 1",22.72,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.6582278481012658
10,12,"Top 24 Chosen, Part 2",21.76,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.7777777777777777
10,13,Top 12 Males Perform,21.39,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.763157894736842
10,14,Top 12 Females Perform,22.77,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8205128205128207
10,15,Top 10 Finalists + 3 WCs Revealed,25.26,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.9268292682926833
10,16,Top 13 Finalists Perform,24.4,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8395061728395063
10,17,Top 13 Results Show,22.05,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.835820895522388
10,18,Top 12 Finalists Perform,22.58,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8947368421052633
10,19,Top 12 Results Show,19.57,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.333333333333333
10,20,Top 11 Finalists Perform,23.95,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.7848101265822782
10,21,Top 11 Results Show,21.3,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.125
10,22,Top 11 Part 2 Finalists Perform,24.18,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.727272727272727
10,23,Top 11 Part 2 Results Show,22.63,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.9411764705882355
10,24,Top 9 Finalists Perform,23.13,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8767123287671232
10,25,Top 9 Results Show,21.54,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.125
10,26,Top 8 Finalists Perform,23.03,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8767123287671232
10,27,Top 8 Results Show,21.92,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.125
10,28,Top 7 Finalists Perform,22.54,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8169014084507045
10,29,Top 7 Results Show,20.32,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.2758620689655173
10,30,Top 6 Finalists Perform,22.32,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8169014084507045
10,31,Top 6 Results Show,19.6,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.982456140350877
10,32,Top 5 Finalists Perform,21.14,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.878787878787879
10,33,Top 5 Results Show,21.29,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.174603174603175
10,34,Top 4 Finalists Perform,23.05,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8169014084507045
10,35,Top 4 Results Show,22.45,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.076923076923077
10,36,Top 3 Finalists Perform,23.56,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.7027027027027026
10,37,Top 3 Results Show,21.76,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.174603174603175
10,38,Top 2 Finalists Perform,20.57,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.96875
10,39,Winner Revealed,29.29,Scotty McCreery,Lauren Alaina,"January 19 (2011-01-19)[1] –May 25, 2011 (2011-05-25)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8260869565217392
11,1,Savannah Auditions,21.93,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.5675675675675675
11,2,Pittsburgh Auditions,18.02,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.631578947368421
11,3,San Diego Auditionsa,19.7,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.6582278481012658
11,4,Aspen Auditions,19.67,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.769230769230769
11,5,Houston/Galveston Auditions,17.14,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.909090909090909
11,6,Portland Auditions,18.48,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8333333333333335
11,7,St. Louis Auditions,17.41,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.727272727272727
11,8,"Hollywood Week, Part 1",19.32,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.7868852459016393
11,9,"Hollywood Week, Part 2",18.13,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.7586206896551726
11,10,"Hollywood Week, Part 3",18.89,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.6229508196721314
11,11,Las Vegas Round,16.71,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.7450980392156863
11,12,Final Judgement Part 1,16.1,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.7450980392156863
11,13,Final Judgement Part 2,15.64,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.888888888888889
11,14,Semifinalists Boys Perform,16.11,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.5490196078431375
11,15,Semifinalists Girls Perform,17.23,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.6
11,16,Wildcard Results/Finalists Chosen,18.27,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.7777777777777777
11,17,Top 13 Perform,18.69,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.807017543859649
11,18,Top 13 Results,17.27,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8571428571428568
11,19,Top 11 Perform,18.38,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.962962962962963
11,20,Top 11 Results,16.02,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.0434782608695654
11,21,Top 10 Perform,17.21,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.9411764705882355
11,22,Top 10 Results,15.58,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.095238095238095
11,23,Top 9 Perform,17.87,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8301886792452833
11,24,Top 9 Results,15.87,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.954545454545454
11,25,Top 8 Perform,17.09,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8571428571428568
11,26,Top 8 Results,14.34,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.3333333333333335
11,27,Top 7 Perform,16.81,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.8
11,28,Top 7 Results,15.81,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.0232558139534884
11,29,Top 7 Redux Perform,16.89,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.916666666666667
11,30,Top 7 Redux Results,14.99,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.25
11,31,Top 6 Perform,16.87,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.916666666666667
11,32,Top 6 Results,14.87,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3
11,33,Top 5 Perform,16.66,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,2.978723404255319
11,34,Top 5 Results,15.56,Phillip Phillips,Jessica Sanchez,"January 18 (2012-01-18) –May 23, 2012 (2012-05-23)",Fox,Ryan Seacrest,Randy Jackson; Jennifer Lopez; Steven Tyler,Nokia Theatre L.A. Live,3.25
